PRODUCT,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB,Gas works gas,Coke oven gas,Blast furnace gas,Other recovered gases,Peat,Peat products,Oil shale and oil sands,Natural gas,Crude/NGL/feedstocks (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline excl. biofuels,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel excl. biofuels,Other kerosene,Gas/diesel oil excl. biofuels,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Other oil products,Industrial waste,Municipal waste (renewable),Municipal waste (non-renewable),Primary solid biofuels,Biogases,Biogasoline,Biodiesels,Bio jet kerosene,Other liquid biofuels,Non-specified primary biofuels and waste,Charcoal,Elec/heat output from non-specified manufactured gases,Heat output from non-specified combustible fuels,Nuclear,Hydro,Geothermal,Solar photovoltaics,Solar thermal,"Tide, wave and ocean",Wind,Other sources,Electricity,Heat,Total,Memo: Renewables
Kyrgyzstan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-145,0,0,0,0,0,0,0,66,0,0,0,0,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lao People's Democratic Republic,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5073,0,0,0,0,114,0,58,552,2,0,484,31,1322,1684,733,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0
Lithuania,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-7660,0,-502,-41,0,343,0,302,2210,0,0,974,0,2575,1409,0,0,45,85,0,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104,0
Luxembourg,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-26417,0,-42,0,0,203,0,1102,4613,0,0,2916,100,9582,2340,0,0,0,0,0,0,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3039,0
Malta,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-69481,-2376,-1253,-722,-251,3771,0,935,18812,0,0,2595,0,14824,14155,3919,0,193,1326,29,2307,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11136,0
Republic of Moldova,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-9,0,-11,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
Mongolia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5282,0,-1627,0,0,200,0,112,354,0,0,965,0,2353,1590,531,0,78,316,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352,0
Mozambique,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-790,0,0,0,0,34,0,10,391,0,0,39,1,152,27,58,1,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,0
Namibia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-50768,-2894,-4504,-460,0,2426,0,1793,6657,64,0,7130,392,21078,8122,7508,30,556,481,403,316,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-831,0
New Zealand,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5181,0,-208,0,0,321,0,0,1352,0,0,1029,0,2031,521,0,0,0,106,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
Nicaragua,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-694,0,0,0,0,14,0,11,100,0,0,24,6,220,288,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Niger,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-824,0,0,0,0,0,0,64,247,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0
Nigeria,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-3223,0,-335,0,0,97,0,81,580,0,0,50,523,669,921,241,0,0,3,0,8,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-149,0
Republic of North Macedonia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-14047,0,-880,-52,0,510,0,402,3467,0,0,593,46,6477,1613,1652,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0
Oman,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-9136,0,-1560,-318,0,154,0,369,3181,0,0,655,6,2723,2918,514,0,45,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-177,0
Pakistan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-12452,0,0,-14,0,11,0,208,1753,114,0,696,180,4747,2880,1074,0,188,158,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-382,0
Panama,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-7050,0,-2457,0,0,175,0,204,2080,0,0,714,62,3785,1654,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-349,0
Philippines,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-7970,0,0,0,0,92,0,316,1378,0,0,758,58,2979,1641,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142,0
Poland,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-24562,0,-831,-76,-550,713,0,615,3812,27,0,1161,0,10802,3496,1636,128,543,1145,72,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-844,0
Portugal,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-11094,0,-1773,-97,-206,22,0,218,2022,0,0,1002,0,4950,2387,1240,18,66,109,9,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-370,0
Qatar,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-3987,-9132,0,0,0,72,0,409,2114,0,0,3069,0,2276,235,3822,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-137,0
Romania,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-10346,-99,-910,-174,-93,886,0,615,3151,0,0,382,8,5260,307,294,109,0,57,0,573,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0
Russian Federation,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-271036,-23178,0,0,0,16934,0,20026,40918,0,0,13950,0,78347,78446,26485,2271,3099,5357,182,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6108,0
Saudi Arabia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-101568,-10314,0,0,0,2953,0,1575,20188,0,0,3930,6496,38102,25327,8885,0,0,2475,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1418,0
Senegal,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-739,0,0,0,0,10,0,3,56,0,0,20,0,366,152,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0
Serbia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2759,-105,-391,-14,-77,59,0,174,488,0,0,112,0,1192,350,369,0,7,244,0,10,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192,0
Singapore,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-40105,0,-7310,0,0,2885,0,941,11255,2,0,10222,180,10425,2602,1432,204,2569,2685,24,133,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1080,0
Slovak Republic,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5236,-3,-151,-221,-150,403,27,170,1357,0,0,80,1,2707,467,405,0,0,0,0,31,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
Slovenia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-20764,-150,0,0,0,993,0,289,6108,0,0,1596,461,7156,3121,440,67,129,376,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132,0
South Sudan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-59631,0,-2179,0,0,2313,0,1730,7645,0,0,202,8914,27584,4282,319,212,338,1786,53,2862,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1225,0
Sri Lanka,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1879,0,0,0,0,17,0,30,166,0,0,176,68,521,628,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142,0
Sudan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-4145,0,0,0,0,24,0,218,1329,0,0,65,7,1924,317,15,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103,0
Suriname,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-404,0,0,0,0,0,0,0,0,0,0,0,0,62,322,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0
Sweden,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-19010,0,-1469,-7,0,884,0,465,5069,0,0,255,0,7453,3020,0,0,404,834,0,51,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-422,0
Switzerland,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5047,0,-13,-62,0,266,0,190,1492,0,0,16,0,2664,376,0,0,0,0,0,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0
Syrian Arab Republic,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-7199,0,0,0,0,109,0,84,630,0,0,228,3,2311,2807,628,0,26,303,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54,0
Chinese Taipei,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-46160,0,-47,-317,0,2254,0,1176,7792,0,0,3742,0,14200,5939,8052,99,967,592,0,966,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0
Tajikistan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-25,0,0,0,0,0,0,0,1,0,0,0,0,4,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
United Republic of Tanzania,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-57389,0,0,0,0,588,0,2184,6507,0,0,5565,906,20938,5383,11705,0,0,1096,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1047,0
Togo,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-5446,0,0,0,0,63,0,55,784,0,0,505,35,859,2486,0,0,0,39,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255,0
Tunisia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1701,0,0,0,0,0,0,30,0,0,0,0,55,651,551,365,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0
Turkey,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-21386,0,-1535,-52,-202,935,0,768,4154,0,0,3644,58,6339,3666,319,383,116,1786,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-952,0
Turkmenistan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-8643,-303,0,0,0,150,0,396,2743,0,0,483,154,2818,1615,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234,0
Ukraine,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2260,-704,-272,-72,0,459,0,483,748,0,0,0,0,847,493,0,0,81,108,16,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
United Arab Emirates,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-11540,-15298,0,0,0,294,0,1028,4236,0,0,8802,0,6460,1078,5418,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0
United Kingdom,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-57329,-960,-5263,-41,0,2679,0,2651,16509,0,0,4760,2150,22156,5169,2407,172,374,937,0,1334,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1533,0
United States,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-806746,-18442,-21405,-77,-4840,17657,124,12754,363592,537,0,76127,955,239688,22871,9394,1849,8622,18392,314,44438,11495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22701,0
Uruguay,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1981,0,0,0,0,61,0,87,483,0,0,87,7,773,344,0,0,0,0,0,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0
Uzbekistan,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-3391,0,0,-11,-144,131,0,745,1122,1,0,268,15,999,114,0,9,244,58,2,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0
Bolivarian Republic of Venezuela,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-45486,-5421,-5895,0,0,2124,0,319,13278,0,0,3128,75,13057,14578,2273,0,228,767,16,1281,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-915,0
Viet Nam,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-6369,0,0,0,0,0,0,388,2318,0,0,100,0,2935,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-489,0
Yemen,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-2876,0,0,0,0,0,0,69,172,0,0,306,90,846,588,669,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118,0
Zambia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-715,0,0,0,0,16,0,12,98,0,0,36,36,375,86,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0
Zimbabwe,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Soviet Union (if no detail),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Former Yugoslavia (if no detail),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Other Africa,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-806,0,0,0,0,0,0,67,282,0,0,30,4,344,26,0,0,1,1,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0
Other non-OECD Americas,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other non-OECD Asia,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1047,0,0,0,0,0,0,14,3,0,0,0,100,409,155,281,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,0
Memo: Greenland,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Guyana,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Madagascar,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Mali,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Palestinian Authority,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Uganda,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memo: Africa (UN),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-107927,-5832,-2043,0,0,2232,0,2602,18614,2,0,8700,1305,35945,24860,13280,85,674,1578,11,373,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4415,0
Memo: Americas (UN),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1184634,-29354,-46788,-1270,-24788,33805,124,23058,468400,692,0,97593,2088,366693,98013,26030,2387,11562,29205,404,54754,26288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45739,0
Memo: Asia (UN),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1637439,-44834,-43625,-2259,-443,59248,6,61693,324586,132,0,130318,46198,580067,174339,161045,2171,14029,45457,1534,26258,64444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37076,0
Memo: Europe (UN),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-877732,-29220,-53497,-3140,-1426,42476,40,39173,171536,128,0,48064,12361,349132,152872,65945,3257,11346,22261,1161,11133,21182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12948,0
Memo: Oceania (UN),x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-36519,0,-1669,0,-94,1368,0,880,12731,68,0,5260,106,13043,1332,780,67,81,234,0,430,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1706,0
Memo: OECD Total,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,-1859326,-34935,-101186,-3764,-25672,62857,164,41855,614539,787,0,157476,30446,653751,143603,97914,3677,23484,48118,1384,58241,39238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47350,0
